,engine.oxTank.liquid.mass,engine.oxTank.liquid.density,engine.oxTank.liquid.temperature,engine.oxTank.liquid.pressure,engine.oxTank.liquid.enthalpy,engine.oxTank.liquid.internalEnergy,engine.oxTank.liquid.volume,engine.pressTank.pressurantMassFlowRate,engine.pressTank.gas.mass,engine.pressTank.gas.density,engine.pressTank.gas.temperature,engine.pressTank.gas.pressure,engine.pressTank.gas.enthalpy,engine.pressTank.gas.internalEnergy,engine.pressTank.gas.volume,simControl.currentTime
2924,0.13581981907212348,962.5303451459566,269.60534716354493,9307922.34582,155393.4805352807,145723.2167428091,0.0001411070515927765,0.23031989365827019,0.8923288895275499,212.62325689372895,201.65207798498986,10783281.181384541,157808.19046198024,107092.75444185508,0.004196760517000001,2.923999999999789
2925,0.1339510844001235,962.8272975048903,269.5355396096225,9307922.34582,155255.58943135856,145588.30811316043,0.00013912264925106482,0.2303239821258128,0.892098565545424,212.56837552006158,201.62329331737197,10777855.706874095,157782.6670298273,107079.66061833546,0.004196760517000001,2.924999999999789
2926,0.1320823497281235,963.1282377109383,269.46474445900986,9307922.34582,155115.79362658234,145451.53295871714,0.00013713890275093886,0.2303282367236115,0.8918682373087004,212.51349313261284,201.5945076175129,10772432.182992157,157757.14618500037,107066.56638134558,0.004196760517000001,2.9259999999997888
2927,0.1302136150561235,963.4332775757682,269.3929333894854,9307922.34582,154974.03904676213,145312.8382532403,0.00013515582042564748,0.2303326636360108,0.8916379046450643,212.4586096903237,201.5657208625756,10767010.605016759,157731.6279064841,107053.471720154,0.004196760517000001,2.9269999999997887
2928,0.1283448803841235,963.7425337224728,269.3200768426186,9307922.34582,154830.26927225044,145172.168669522,0.0001331734108365946,0.23033726935770532,0.8914075673757066,212.40372515058772,201.53693302890866,10761590.968079435,157706.11217255186,107040.37662365887,0.004196760517000001,2.9279999999997885
2929,0.1264761457121235,964.0561278668339,269.24614395075514,9307922.34582,154684.425400037,145029.46644405206,0.00013119168278301094,0.2303420607138461,0.8911772253149928,212.34883946917208,201.50814409200515,10756173.267157774,157680.5989607304,107027.28108036918,0.004196760517000001,2.9289999999997884
2930,0.12460741104012352,964.3741871194908,269.171102458528,9307922.34582,154536.4458955383,144884.67123157487,0.00012921064531218527,0.23034704488176402,0.890946878270111,212.29395260013374,201.47935402645828,10750757.497067407,157655.08824776037,107014.18507838465,0.004196760517000001,2.9299999999997883
2931,0.12273867636812352,964.6968443109241,269.0949186383979,9307922.34582,154386.26643315365,144737.71994861672,0.00012723030773029517,0.23035222941445818,0.8907165260406965,212.23906449573005,201.45056280591461,10745343.652453514,157629.58000955547,107001.08860537435,0.004196760517000001,2.930999999999788
2932,0.12086994169612353,965.0242383413337,269.0175571996682,9307922.34582,154233.8197245465,144588.54660496287,0.00012525067961388474,0.2303576222660294,0.8904861684184305,212.18417510632293,201.4217704030236,10739931.727781726,157604.07422115892,106987.99164855384,0.004196760517000001,2.931999999999788
2933,0.11900120702412353,965.356514557767,268.93898119035845,9307922.34582,154079.03533349157,144437.08212195287,0.000123271770822035,0.23036323181924573,0.8902558051866113,212.12928438027694,201.39297678938397,10734521.717328398,157578.57085669573,106974.89419466078,0.004196760517000001,2.932999999999788
2934,0.11713247235212354,965.6938251610579,268.859151891257,9307922.34582,153921.8394760198,144283.2541363364,0.00012129359150928427,0.2303690669154606,0.8900254361196959,212.07439226384994,201.3641819354862,10729113.61517021,157553.06988932326,106961.79622992876,0.004196760517000001,2.933999999999788
2935,0.11526373768012355,966.0363296454844,268.7780287013869,9307922.34582,153762.1548044194,144126.98678828907,0.00011931615213935379,0.23037513688712055,0.8897950609828087,212.019498701076,201.33538581065122,10723707.415173035,157527.57129117684,106948.69774005938,0.004196760517000001,2.934999999999788
2936,0.11339500300812355,966.3841952743388,268.6955690140419,9307922.34582,153599.9001735162,143968.20049202698,0.00011733946349974482,0.2303814515931331,0.8895646795312155,211.96460363364005,201.30658838296432,10718303.110979995,157502.07503331234,106935.59871019222,0.004196760517000001,2.9359999999997877
2937,0.11152626833612356,966.7375975949969,268.61172808244055,9307922.34582,153434.99038744872,143806.81168727615,0.000115363536717278,0.23038802145740067,0.8893342915097582,211.9097070007433,201.27778961920455,10712900.695998674,157476.58108564425,106922.4991248727,0.004196760517000001,2.9369999999997876
2938,0.10965753366412356,967.0967209975097,268.52645887394027,9307922.34582,153267.33592495308,143642.73256964493,0.0001133883832746507,0.23039485751085628,0.8891038966522473,211.85480873895838,201.2489894847684,10707500.163387267,157451.08941687932,106909.39896801746,0.004196760517000001,2.9379999999997874
2939,0.10778879899212357,967.4617593211922,268.4397119116206,9307922.34582,153096.84264093108,143475.87079771233,0.00011141401502810021,0.23040197143739036,0.8888734946808099,211.799908782074,201.22018794358817,10702101.506039837,157425.59999444443,106896.29822287717,0.004196760517000001,2.9389999999997873
2940,0.10592006432012357,967.8329165142775,268.35143510189886,9307922.34582,152923.41144179628,143306.12917437436,0.00010944044422626438,0.23040937562409572,0.8886430853051858,211.74500706092724,201.19138495804418,10696704.71657035,157400.11278441045,106883.19687199652,0.004196760517000001,2.9399999999997872
2941,0.10405132964812358,968.2104073522917,268.2615735466758,9307922.34582,152746.93793178364,143133.40529968368,0.00010746768353034611,0.2304170832163271,0.8884126682219694,211.6901035032229,201.1625804888693,10691309.787295409,157374.6277514083,106870.094897171,0.004196760517000001,2.940999999999787
2942,0.10218259497612359,968.5944582215685,268.17006933831095,9307922.34582,152567.31202704602,142957.59119206382,0.00010549574603569438,0.2304251081781245,0.8881822431137912,211.6351980333385,201.13377449504682,10685916.710215712,157349.14485853963,106856.99227940025,0.004196760517000001,2.941999999999787
2943,0.10031386030412359,968.9853079751177,268.0768613355136,9307922.34582,152384.41753395007,142778.57287437443,0.00010352464529493105,0.2304334653586369,0.8879518096484326,211.58029057211328,201.10496693369953,10680525.476995965,157323.66406728016,106843.88899883769,0.004196760517000001,2.942999999999787
2944,0.0984451256321236,969.3832088690342,267.9818849179737,9307922.34582,152198.13168750645,142596.22992083628,0.00010155439534276454,0.23044217056526026,0.8877213674778673,211.52538103661996,201.07615775996948,10675136.078943076,157298.18533737372,106830.78503473592,0.004196760517000001,2.943999999999787
2945,0.0965763909601236,969.7884275887411,267.8850717172664,9307922.34582,152008.32464532077,142410.4349602861,9.958501072264684e-05,0.23045124064431208,0.887490916237223,211.47046933991703,201.0473469268882,10669748.506982597,157272.70862671928,106817.68036538752,0.004196760517000001,2.9449999999997867
2946,0.09470765628812361,970.2012463756183,267.78634932122344,9307922.34582,151814.85893181743,142221.0531306071,9.761650651545036e-05,0.23046069357017887,0.8872604555436528,211.41555539078016,201.0185343852353,10664362.751633104,157247.23389124707,106804.57496806086,0.004196760517000001,2.9459999999997866
2947,0.09283892161612362,970.6219642660539,267.68564094856737,9307922.34582,151617.5888267507,142027.94147845663,9.564889837036065e-05,0.23047054854401397,0.8870299849951089,211.36063909340976,200.98972008338464,10658978.802978264,157221.7610847838,106791.46881893018,0.004196760517000001,2.9469999999997865
2948,0.09097018694412362,971.0508984566945,267.5828650901452,9307922.34582,151416.35969115671,141830.94829756962,9.368220253820256e-05,0.23048082610321788,0.8867995041690057,211.30572034711255,200.96090396713734,10653596.650636543,157196.29015890657,106778.36189299948,0.004196760517000001,2.9479999999997863
2949,0.08910145227212363,971.4883858116337,267.4779351125619,9307922.34582,151211.00722290337,141629.9123979316,9.171643590744882e-05,0.23049154824313356,0.8865690126207625,211.2507990459543,200.932085979539,10648216.283728035,157170.82106278272,106765.25416401954,0.004196760517000001,2.9489999999997862
2950,0.08723271760012363,971.934784529697,267.3707588193794,9307922.34582,151001.35663281265,141424.6622969635,8.975161604318348e-05,0.2305027385525968,0.8863385098822099,211.19587507838006,200.9032660606803,10642837.690838268,157145.35374299568,106752.1456043971,0.004196760517000001,2.949999999999786
2951,0.08536398292812364,972.3904759926603,267.2612379643146,9307922.34582,150787.22173096315,141215.01532250573,8.778776122933558e-05,0.23051442236526012,0.8861079954598446,211.14094832679834,200.87444414747827,10637460.859978504,157119.8881433529,106739.03618509551,0.004196760517000001,2.950999999999786
2952,0.08349524825612364,972.855866818562,267.1492677099914,9307922.34582,150568.40391114875,141000.7766157933,8.582489051453245e-05,0.23052662692890752,0.8858774688329157,211.0860186671251,200.84562017343677,10632085.778542232,157094.42420467673,106725.92587552576,0.004196760517000001,2.951999999999786
2953,0.08162651358412365,973.3313911480725,267.03473602476885,9307922.34582,150344.69101954228,140781.73802072727,8.386302376197158e-05,0.23053938159535808,0.8856469294513204,211.03108596828238,200.8167940683831,10626712.43325734,157068.96186457347,106712.81464342654,0.004196760517000001,2.952999999999786
2954,0.07975777891212366,973.8175131964553,266.91752300894876,9307922.34582,150115.85609134895,140557.67684350617,8.190218170376398e-05,0.2305527180339913,0.8854163767332864,210.9761500916461,200.78796575817756,10621340.810133377,157043.50105717886,106699.70245473237,0.004196760517000001,2.9539999999997857
2955,0.07788904424012366,974.314730109086,266.7975001401988,9307922.34582,149881.6559365027,140328.35446401246,7.994238600026407e-05,0.2305666704724639,0.8851858100628139,210.92121089043636,200.7591351643933,10615970.894403353,157018.04171287853,106686.58927342785,0.004196760517000001,2.9549999999997856
2956,0.07602030956812367,974.8235751649952,266.6745294262815,9307922.34582,149641.82955221122,140093.51477715597,7.798365930497397e-05,0.23058127596882294,0.8849552287868451,210.86626820904323,200.73030220396183,10610602.670459392,156992.5837579965,106673.47506138643,0.004196760517000001,2.9559999999997855
2957,0.07415157489612367,975.3446213806913,266.54846245107996,9307922.34582,149396.09633625302,139852.88243853996,7.602602533569642e-05,0.23059657471999123,0.884724632212125,210.81132188227858,200.7014667887798,10605236.121781234,156967.12711445178,106660.35977819172,0.004196760517000001,2.9569999999997854
